probe_id	chromosome	probe_location	gene_id
cg06856528	2	193059405	TMEFF2
cg06859828	1	6526718	TNFRSF25
cg06862062	4	8442641	ACOX3
cg06862644	17	3375469	SPATA22
cg06864275	19	1174154	KIAA0963
cg06866657	9	124990754	LHX6
cg06866862	2	27805764	ZNF512
cg06868758	2	207025391	NDUFS1
cg06869899	2	28113326	RBKS
cg06871974	7	47578960	TNS3
cg06872331	2	119981960	STEAP3
cg06872381	12	7864076	DPPA3
cg06873352	17	61820015	LYK5
cg06874144	2	231576873	CAB39
cg06878726	12	114404035	RBM19
cg06880557	13	103425546	LOC93081
cg06882877	1	156217801	PAQR6
cg06882926	17	3031354	OR1G1
cg06883149	18	47901188	C18orf24
cg06885524	2	172379087	CYBRD1
cg06885782	1	41248209	KCNQ4
cg06886022	9	140095555	C9orf75
cg06887167	12	120314679	CIT
cg06887170	14	94596104	FAM14A
cg06887414	3	128369476	RPN1
cg06887663	14	62228983	SNAPC1
cg06890553	19	44556485	ZNF223
cg06892726	6	26087607	HFE
cg06893980	6	170862231	PSMB1
cg06894381	1	67519805	SLC35D1
cg06894812	5	112630225	MCC
cg06896207	19	2095364	MOBKL2A
cg06898923	10	27792905	RAB18
cg06899329	19	19627922	TSSK6
cg06899582	X	129402809	SUHW3
cg06899802	5	148931087	CSNK1A1
cg06899808	X	151867333	MAGEA6
cg06899976	5	140430962	PCDHB1
cg06900776	X	100878107	ARMCX3
cg06901392	13	31736105	HSPH1
cg06904813	X	152337702	PNMA6A
cg06905514	7	44364941	CAMK2B
cg06905862	11	6640837	TPP1
cg06906435	14	99177777	FLJ25773
cg06907544	15	23255227	FLJ35785
cg06908474	11	34460516	CAT
cg06908778	10	22634602	SPAG6
cg06910048	11	111945509	FLJ10726
cg06910100	19	17375091	USHBP1
cg06911084	7	96652894	DLX5
cg06911113	1	20512617	UBXD3
cg06912252	9	104248926	C9orf125
cg06913228	6	90062465	UBE2J1
cg06914598	7	5085121	RBAK
cg06915165	12	10364933	GABARAPL1
cg06917325	11	62783123	SLC22A8
cg06918467	6	137815539	OLIG3
cg06919067	16	27268727	NSMCE1
cg06919203	20	3644151	GFRA4
cg06919956	9	140445760	C9orf111
cg06921282	11	536299	LRRC56
cg06922130	1	45205796	KIF2C
cg06926735	20	48732667	UBE2V1
cg06927864	X	28604661	IL1RAPL1
cg06930095	15	85259484	SEC11L1
cg06933072	1	167882951	SAC
cg06933965	12	108732994	CMKLR1
cg06937608	15	89346044	AGC1
cg06938406	12	120875584	COX6A1
cg06938878	11	15094364	CALCB
cg06940107	21	29911783	C21orf100
cg06940574	1	6297128	MGC40168
cg06940792	5	126626557	MEGF10
cg06941093	1	54199696	GLIS1
cg06942110	7	1545385	INT1
cg06942445	X	54947373	TRO
cg06942536	X	15293850	ASB9
cg06943865	7	94293780	PEG10
cg06944050	X	118109068	LONRF3
cg06945625	6	2972184	SERPINB6
cg06946880	2	71163123	ATP6V1B1
cg06948294	14	25518624	STXBP6
cg06948408	1	43736600	TMEM125
cg06948937	1	205473404	PCTK3
cg06949789	3	23958708	RPL15
cg06950730	11	117069479	TAGLN
cg06952117	2	191514435	NAB1
cg06952236	15	38856341	RASGRP1
cg06952310	19	19327990	CSPG3
cg06953304	3	42641690	NKTR
cg06953768	5	134181484	FLJ37562
cg06953995	9	112542779	PALM2-AKAP2
cg06954481	2	237076497	GBX2
cg06956273	1	110155623	GNAT2
cg06956646	14	50698982	SOS2
cg06957329	17	55927468	MRPS23
cg06958034	1	23346203	AOF2
cg06958211	15	40532180	PAK6
cg06958537	21	40176950	ETS2
cg06958829	17	48546118	CHAD
cg06959635	X	138724627	MCF2
cg06960698	13	103054846	FGF14
cg06963844	1	11724238	FBXO6
cg06971096	2	220173591	PTPRN
cg06973652	17	41278622	BRCA1
cg06973760	18	77154869	NFATC1
cg06974755	9	135996931	RALGDS
cg06975499	17	40896881	EZH1
cg06975739	6	33282158	TAPBP
cg06976977	4	73935744	FLJ38991
cg06979034	7	144052048	ARHGEF5
cg06980053	3	50375674	RASSF1
cg06980380	2	25896925	DTNB
cg06980460	11	49230548	FOLH1
cg06981182	10	90343208	C10orf59
cg06981910	7	129847046	LOC136263
cg06983551	2	111435583	BUB1
cg06985415	10	133955411	C10orf39
cg06987504	8	109261215	EIF3S6
cg06990298	17	17399700	RASD1
cg06990379	1	98386209	DPYD
cg06992027	1	159895302	TAGLN2
cg06993413	15	65810204	DPP8
cg06994747	19	8675639	ADAMTS10
cg06994793	5	140018911	PRO1580
cg06995715	16	86612590	FOXL1
cg06999776	2	74881146	SEMA4F
cg07000551	15	40401297	BMF
cg07000785	1	68150823	GADD45A
cg07000831	13	50018514	SETDB2
cg07003563	1	113161334	CAPZA1
cg07004820	2	70780451	TGFA
cg07005513	11	61595956	FADS2
cg07005767	8	107782538	ABRA
cg07006042	3	141595655	ATP1B3
cg07006526	22	31477053	SMTN
cg07007400	12	52626831	KRT7
cg07008350	18	44557595	TCEB3C
cg07008386	20	8113630	PLCB1
cg07009002	22	36019632	MB
cg07011110	6	26500482	BTN1A1
cg07011445	10	123734712	C10orf86
cg07013734	11	101454683	TRPC6
cg07014174	21	32253760	KRTAP11-1
cg07015079	1	145549441	ANKRD35
cg07015629	2	213403212	ERBB4
cg07016325	14	96968745	PAPOLA
cg07017374	13	28674451	FLT3
cg07017477	1	151882157	THEM4
cg07017706	12	53013331	K6IRS3
cg07018708	6	144334983	HYMAI
cg07020407	5	271807	PDCD6
cg07020962	18	32621292	MAPRE2
cg07022477	19	46798869	HIF3A
cg07022885	11	46638638	FLJ32675
cg07026910	2	234070710	INPP5D
cg07027075	4	39461721	RPL9
cg07027513	18	29265840	B4GALT6
cg07027685	9	95055737	IARS
cg07028533	7	145813439	CNTNAP2
cg07028869	12	49741164	FLJ13236
cg07029998	1	11322191	FRAP1
cg07031532	15	64995684	OAZ2
cg07031996	1	38324738	MTF1
cg07033083	7	72424763	NSUN5C
cg07034269	2	128848528	UGCGL1
cg07034561	21	43916159	TSGA2
cg07035740	5	176057740	SNCB
cg07036530	10	125425262	GPR26
cg07036775	1	145470395	POLR3GL
cg07038400	3	135684163	PPP2R3A
cg07038617	7	150924392	ABCF2
cg07038887	17	28618554	BLMH
cg07039113	1	153329013	S100A9
cg07039362	16	55908870	CES7
cg07042144	19	54327404	NALP12
cg07043494	3	11293681	HRH1
cg07044282	1	178840137	ANGPTL1
cg07047653	12	50344626	AQP2
cg07048066	5	137368956	C5orf5
cg07048351	3	150263889	SERP1
cg07049929	14	74769676	ABCD4
cg07050831	7	139025240	HSPC268
cg07051140	5	177659229	MGC15875
cg07051960	19	42499619	ATP1A3
cg07052087	12	6977005	TPI1
cg07052387	14	62161848	HIF1A
cg07052880	2	71161697	ATP6V1B1
cg07053469	19	40023281	EID-3
cg07054095	19	58038856	ZNF549
cg07054526	17	41272508	BRCA1
cg07054641	3	113160554	WDR52
cg07054788	1	93297504	RPL5
cg07056057	17	56159620	DYNLL2
cg07057831	12	131323042	EPIM
cg07059052	16	2828302	TCEB2
cg07059360	8	22102032	POLR3D
cg07059403	6	170151533	TCTE3
cg07059875	2	47596073	TACSTD1
cg07060572	11	96076205	MAML2
cg07061145	15	78556178	DNAJA4
cg07061913	10	75006462	DNAJC9
cg07063745	2	211341572	LANCL1
cg07064406	20	43513064	YWHAB
cg07065941	8	103667760	KLF10
cg07066326	11	910094	CHID1
cg07067241	3	142442711	TRPC1
cg07068616	7	103848319	ORC5L
cg07068998	1	115259668	NRAS
cg07070694	14	73493830	ZFYVE1
cg07070934	1	35258435	GJA4
cg07070940	X	7065614	HDHD1A
cg07071881	22	32871139	FBXO7
cg07072140	20	25603976	NANP
cg07072643	19	14785593	EMR3
cg07073964	19	698371	PRSSL1
cg07074571	6	161695561	AGPAT4
cg07075930	18	7567717	PTPRM
cg07076342	6	42981435	MEA1
cg07077459	6	144329052	PLAGL1
cg07078114	9	139606202	FAM69B
cg07080007	17	41150154	RPL27
cg07080358	2	68546507	C2orf32
cg07080946	16	280046	LUC7L
cg07081888	19	56362917	NALP4
cg07082331	1	40254493	BMP8B
cg07084161	8	90996382	NBN
cg07084163	5	36066783	UGT3A2
cg07084709	15	57883511	Gcom1
cg07084746	3	128294647	C3orf27
cg07085271	20	33813815	MMP24
cg07086380	5	118691033	TNFAIP8
cg07086898	10	105155966	USMG5
cg07090813	1	120254330	PHGDH
cg07091552	11	73721170	UCP3
cg07091958	15	41709524	RTF1
cg07092725	14	63568796	KCNH5
cg07093046	1	236958653	MTR
cg07093661	19	49434074	DHDH
cg07097098	19	55721638	PTPRH
cg07098866	15	66545699	MEGF11
cg07099407	6	43027930	KLC4
cg07099627	19	11466020	LPPR2
cg07102705	5	148033896	HTR4
cg07103493	5	128301232	SLC27A6
cg07103819	8	145550365	DGAT1
cg07104706	13	84456127	SLITRK1
cg07105440	3	50648946	CISH
cg07107453	1	79114976	IFI44
cg07109287	9	126774073	LHX2
cg07109670	8	124085299	WDR67
cg07109801	3	49057661	C3orf60
cg07112154	17	41985074	MPP2
cg07112210	17	74864065	MGAT5B
cg07113600	13	74708194	KLF12
cg07114024	15	40733806	BAHD1
cg07114894	16	71495698	ZNF23
cg07115304	20	361903	TRIB3
cg07115558	19	3029503	TLE2
cg07115820	17	56270249	EPX
cg07117700	17	61903327	PSMC5
cg07118243	12	94853994	CCDC41
cg07118638	8	8860201	THEX1
cg07122126	19	58790422	ZNF8
cg07122495	4	185655388	MLF1IP
cg07123069	12	54367250	HOXC11
cg07123548	19	40896163	HIPK4
cg07125009	16	30621667	ZNF689
cg07125123	8	103251646	RRM2B
cg07125166	3	48413613	FBXW12
cg07125991	12	113796636	LOC196463
cg07126559	13	23754937	SGCG
cg07126839	17	74261637	FAM100B
cg07127225	19	50016538	FCGRT
cg07127957	10	75411571	SYNPO2L
cg07128330	12	2921958	MDS028
cg07129274	6	27832880	HIST1H2AL
cg07131544	6	41303030	NCR2
cg07132517	11	842517	POLR2L
cg07133445	16	578352	SOLH
cg07136161	9	105758091	CYLC2
cg07136254	1	145412774	HFE2
cg07136421	1	147399644	GPR89A
cg07137581	X	63425776	FLJ39827
cg07138512	1	21996317	RAP1GA1
cg07139440	1	151030981	MLLT11
cg07141002	22	38201690	H1F0
cg07142319	1	20446657	PLA2G2D
cg07143898	10	98945300	SLIT1
cg07146718	X	137820752	FGF13
cg07147350	X	146992908	FMR1
cg07148914	20	33460835	GGTL3
cg07149772	8	25314972	KCTD9
cg07150830	17	26127542	NOS2A
cg07152925	21	48024683	S100B
cg07153965	11	125552087	ACRV1
cg07154408	4	120549556	PDE5A
cg07155664	5	149829590	RPS14
cg07156669	17	28705245	CPD
cg07158339	9	71650237	FXN
cg07159490	12	57610078	NXPH4
cg07160163	9	93563778	SYK
cg07163603	6	29910051	HLA-A
cg07165793	17	35969650	AP1GBP1
cg07168556	17	48912483	WFIKKN2
cg07172256	5	65220910	ERBB2IP
cg07172280	9	140009455	DPP7
cg07173760	19	40229266	CLC
cg07175007	1	162467185	UHMK1
cg07175883	2	176957908	HOXD13
cg07177300	X	12156499	FRMPD4
cg07177755	13	103498027	ERCC5
cg07177852	18	52626476	CCDC68
cg07179770	16	84681994	C16orf44
cg07180649	1	22470290	WNT4
cg07181349	4	55524569	KIT
cg07181881	2	170591239	KLHL23
cg07184439	14	50087799	MGAT2
cg07185695	1	220959586	MOSC1
cg07186138	22	39410396	APOBEC3C
cg07186707	19	39616465	PAK4
cg07189381	19	55660514	TNNT1
cg07190485	9	124132159	STOM
cg07190917	16	31045100	STX4A
cg07191600	6	42421243	TRERF1
cg07192857	6	31795181	HSPA1B
cg07193504	1	225964856	SRP9
cg07195282	19	12444484	ZNF563
cg07195577	17	27052828	TLCD1
cg07195622	16	2803408	SRRM2
cg07196761	11	73586776	WDR71
cg07197059	14	23836012	EFS
cg07197823	2	121103050	INHBB
cg07200280	3	16554619	RAFTLIN
cg07200897	3	122512821	HSPBAP1
cg07204803	3	93698231	ARL13B
cg07207789	16	84852909	CRISPLD2
cg07207937	4	78783799	MRPL1
cg07209631	4	89205728	PPM1K
cg07210490	12	50479634	SMARCD1
cg07211259	9	5510497	PDCD1LG2
cg07212894	3	50243021	SLC38A3
cg07214572	1	197881353	LHX9
cg07215749	12	93965475	SOCS2
cg07218192	14	67707706	MPP5
cg07218880	13	115046279	UPF3A
cg07220442	12	69080635	NUP107
cg07220939	11	64358617	SLC22A12
cg07221454	11	60552841	MS4A10
cg07223164	4	109571402	DC2
cg07230446	2	233561722	TNRC15
cg07231132	17	48350498	TMEM92
cg07232688	1	100644688	LRRC39
cg07233761	5	54281437	ESM1
cg07236190	12	96338038	AMDHD1
cg07236358	12	121019192	POP5
cg07236381	5	132299266	AFF4
cg07236769	9	21142491	IFNW1
cg07236943	7	94284486	PEG10
cg07237830	11	62474725	BSCL2
cg07237939	6	160769754	SLC22A3
cg07238167	X	24073289	EIF2S3
cg07239938	19	852813	ELA2
cg07240721	6	126278255	HINT3
cg07241568	9	136150823	ABO
cg07242375	X	49042556	LMO6
cg07242414	8	22021845	BMP1
cg07242565	19	17356142	NR2F6
cg07243519	13	38924018	UFM1
cg07243932	15	45814527	SLC30A4
cg07246225	2	145277659	ZFHX1B
cg07248043	3	125314337	OSBPL11
cg07248310	1	60280716	HOOK1
cg07248407	19	10829176	DNM2
cg07249409	1	53686008	C1orf123
cg07251788	22	19280165	CLTCL1
cg07251857	15	85360217	ALPK3
cg07253191	11	34936862	PDHX
cg07256847	6	167797975	TCP10
cg07258507	14	23842125	IL17E
cg07259382	4	164536228	MARCH1
cg07260017	5	149492480	CSF1R
cg07260592	6	161100122	LPA
cg07263984	5	115177777	AP3S1
cg07264679	12	7657396	CD163
cg07265300	2	24346000	PFN4
cg07265310	12	53242922	K5B
cg07265622	17	6554855	MED31
cg07267296	8	28748995	HMBOX1
cg07269146	9	34710657	CCL21
cg07270175	10	96123049	NOC3L
cg07271264	11	17740977	MYOD1
cg07271268	12	498129	JARID1A
cg07273415	11	61130067	CYBASC3
cg07274506	1	6614341	NOL9
cg07276902	2	70520817	SNRPG
cg07278207	11	31391293	DCDC1
cg07278624	12	106696673	TCP11L2
cg07281640	9	111695707	C9orf6
cg07281688	12	57082442	PTGES3
cg07284407	20	57429858	GNAS
cg07284558	10	134122421	STK32C
cg07285167	1	36948981	CSF3R
cg07285276	9	134613015	RAPGEF1
cg07285838	4	128886005	FLJ21106
cg07285953	17	27572551	CRYBA1
cg07288394	19	30205772	C19orf12
cg07288587	15	64648415	CSNK1G1
cg07289581	12	27864261	MRPS35
cg07290273	2	62733114	TMEM17
cg07290435	5	24644893	CDH10
cg07291563	19	48949441	GRWD1
cg07292816	17	60457116	EFCAB3
cg07293947	5	174905244	SFXN1
cg07294541	6	35265555	DEF6
cg07294734	19	1242323	ATP5D
cg07294774	14	80678613	DIO2
cg07294870	20	44044586	PIGT
cg07295034	16	18937261	SMG1
cg07295092	9	130565376	FPGS
cg07295678	10	134000009	DPYSL4
cg07296772	14	24683528	CHMP4A
cg07297178	19	42193084	CEACAM7
cg07297906	X	133119578	GPC3
cg07299462	1	43855490	MED8
cg07300408	14	21058360	RNASE11
cg07301004	12	110887501	ARPC3
cg07301822	4	119757621	SEC24D
cg07306197	19	9546377	ZNF266
cg07307078	18	12307630	TUBB6
cg07308943	2	29093510	FLJ20628
cg07309102	9	110251826	KLF4
cg07309361	3	52001477	PCBP4
cg07309374	3	122786091	PDIA5
cg07310661	2	225449833	CUL3
cg07310951	19	57350503	ZIM2
cg07311845	X	154842736	TMLHE
cg07312445	4	40752151	FLJ14001
cg07313155	17	38218601	THRA
cg07314337	2	153574424	ARL6IP6
cg07314414	2	128784923	SAP130
cg07314549	16	20817501	MGC16943
cg07314984	X	19003243	PHKA2
cg07315298	9	70430360	FOXD4L4
cg07315445	12	56551994	MYL6
cg07318658	17	56594994	MTMR4
cg07321605	17	44448783	NSF
cg07322981	2	86850757	RNF103
cg07326074	16	2510388	FLJ13909
cg07326586	6	29528119	UBD
cg07327328	20	34042631	CEP250
cg07327347	16	25228004	AQP8
cg07327468	6	133561765	EYA4
cg07328495	9	106856765	SMC2L1
cg07328579	12	104443770	GLT8D2
cg07330329	11	55028768	TRIM48
cg07330718	11	118927777	HYOU1
cg07331725	18	61157478	SERPINB5
cg07331806	22	21319894	AIFL
cg07334912	20	18569196	HARS2
cg07336230	6	39693357	KIF6
cg07337598	1	150953943	ANXA9
cg07338205	2	169757780	G6PC2
cg07339138	3	42820274	CCDC13
cg07339327	11	69461109	CCND1
cg07341907	9	35161971	UNC13B
cg07342016	X	129306129	RAB33A
cg07342545	2	28616193	FOSL2
cg07342901	11	2018724	H19
cg07346310	6	17282354	RBM24
cg07347137	1	53019316	ZCCHC11
cg07347645	20	58507171	SYCP2
cg07347725	9	124921437	C9orf18
cg07348311	2	163174896	IFIH1
cg07349094	2	100759014	AFF3
cg07351267	19	33684846	LRP3
cg07352586	6	111580316	KIAA1919
cg07352600	16	67143525	LIN10
cg07354209	2	163100039	FAP
cg07354440	1	161168889	NDUFS2
cg07355551	20	2489285	ZNF343
cg07356189	X	153523329	CXorf2
cg07356753	3	81810745	GBE1
cg07356771	3	53879950	CHDH
cg07357256	20	3027028	MRPS26
cg07359545	22	19711327	GP1BB
cg07360076	4	1794639	FGFR3
cg07360692	4	106066952	FLJ20032
cg07361385	3	186331026	AHSG
cg07363637	6	31846996	SLC44A4
cg07364638	15	90808673	NGRN
cg07364841	4	3444147	HGFAC
cg07366967	14	69675438	EXDL2
cg07369274	3	58200599	DNASE1L3
cg07371290	17	42200522	HDAC5
cg07371530	16	839581	RPUSD1
cg07373172	9	21166245	IFNA21
cg07374145	19	18111823	ARRDC2
cg07374632	X	48693665	PCSK1N
cg07374637	21	31875448	KRTAP19-5
cg07374928	11	126099286	FLJ21103
cg07376029	4	72650992	GC
cg07376232	11	118084920	AMICA1
cg07376535	18	905450	ADCYAP1
cg07378350	20	34027324	GDF5
cg07379574	19	18724173	C19orf4
cg07380416	11	60739172	CD6
cg07380496	5	71403420	MAP1B
cg07380959	7	93520323	TFPI2
cg07383972	7	135242951	NUP205
cg07384961	16	3068128	CLDN6
cg07387199	17	62502055	DDX5
cg07387450	1	93646168	TMED5
cg07388493	1	39491459	NDUFS5
cg07389922	17	7154007	C17orf81
cg07393322	22	43117318	A4GALT
cg07395788	6	107780783	PDSS2
cg07398350	16	58035398	C16orf57
cg07398429	X	30260301	MAGEB4
cg07399355	1	155163013	MUC1
cg07401901	14	59655405	DAAM1
cg07403255	2	114036170	PAX8
cg07403350	13	108867111	LIG4
cg07404418	7	102104807	ALKBH4
cg07404485	7	94953653	PON1
cg07405796	6	30104552	TRIM40
cg07408456	19	15590532	PGLYRP2
cg07408740	7	44645306	OGDH
cg07409200	13	43354674	FLJ40919
cg07410075	10	61666543	CCDC6
cg07411229	1	217804382	LOC128153
cg07412254	2	121223534	FLJ14816
cg07413497	6	71276640	C6orf57
cg07414384	14	35344667	BAZ1A
cg07421682	15	102030850	PCSK6
cg07422345	19	33793987	CEBPA
cg07423149	1	203156246	CHI3L1
cg07423906	17	79212344	C17orf56
cg07424155	7	116503126	CAPZA2
cg07425555	19	14049018	FLJ23447
cg07426848	1	153521712	S100A3
cg07426960	11	69469290	CCND1
cg07427065	7	130130596	MEST
cg07428089	2	176046170	ATP5G3
cg07428182	X	153686926	PLXNA3
cg07430605	5	137514261	BRD8
cg07432969	2	241569557	GPR35
cg07433344	6	33172450	HSD17B8
cg07433453	7	1097027	GPR146
cg07434278	6	32006244	CYP21A2
cg07434382	16	69984372	LOC348174
cg07435592	3	98619796	DCBLD2
cg07436807	10	90712767	ACTA2
cg07437033	1	16302232	ZBTB17
cg07440387	20	42086266	SFRS6
cg07440414	5	133451021	TCF7
cg07440877	13	24523079	FLJ46358
cg07441143	8	143824001	SLURP1
cg07441272	3	186857475	RPL39L
cg07442479	5	37839769	GDNF
cg07443748	22	17073594	CESK1
cg07443954	19	49149573	CA11
cg07444907	5	158690182	UBLCP1
cg07446572	12	6959518	CDCA3
cg07446846	X	152952362	SLC6A8
cg07447773	1	19614851	AKR7A3
cg07447922	1	38230827	EPHA10
cg07448460	8	63951879	GGH
cg07448499	15	79237157	CTSH
cg07448856	1	247242043	ZNF670
cg07452799	10	35103869	PARD3
cg07453618	1	3541082	FAM79A
cg07453748	10	131355302	MGMT
cg07454215	3	53381805	DCP1A
cg07455279	19	54605703	NDUFA3
cg07455975	2	175112849	PTD004
cg07456201	16	20363711	UMOD
cg07456645	19	4769146	C19orf30
cg07457944	18	67957061	SOCS6
cg07459264	1	16767326	NECAP2
cg07459489	8	118147163	SLC30A8
cg07460665	17	46908912	CALCOCO2
cg07461318	12	96184965	NTN4
cg07461582	7	105172722	RINT-1
cg07463059	1	158979810	IFI16
cg07465480	6	18156341	TPMT
cg07465609	6	66205227	EGFL11
cg07465864	5	112849162	YTHDC2
cg07466531	15	40331758	SRP14
cg07469792	12	26112121	RASSF8
cg07471052	17	73996245	CDK3
cg07472159	6	116447667	COL10A1
cg07473175	12	47474262	AMIGO2
cg07473550	X	107019191	TSC22D3
cg07474356	X	91034003	PCDH11X
cg07475247	7	102938279	PMPCB
cg07475743	4	4229518	OTOP1
cg07476030	6	107078648	RTN4IP1
cg07477160	8	134309501	NDRG1
cg07478100	17	5389857	DERL2
cg07478122	15	25230421	HBII-13
cg07478208	19	47923331	MEIS3
cg07479491	6	7726108	BMP6
cg07480567	17	13505174	HS3ST3A1
cg07482936	17	59488635	LOC388407
cg07483064	1	8938751	ENO1
cg07484450	11	60383361	MGC39681
cg07484827	11	3693157	CHRNA10
cg07485588	9	70429213	FOXD4L4
cg07485777	4	165952835	TRIM60
cg07487535	11	71159905	DHCR7
cg07489003	X	37545586	XK
cg07489134	10	96305958	HELLS
cg07490776	8	42010169	AP3M2
cg07494047	19	57862713	ZNF304
cg07494248	2	198365610	HSPD1
cg07494518	21	44847608	SNF1LK
cg07495664	1	150978905	FAM63A
cg07496861	2	208489667	LOC151194
cg07496902	3	57314448	ASB14
cg07498421	12	94071223	CRADD
cg07498879	22	30663041	OSM
cg07499072	5	52776694	FST
cg07499372	19	57631232	USP29
cg07499806	19	56739868	ZSCAN5
cg07501965	15	30685190	CHRFAM7A
cg07503829	11	236309	SIRT3
cg07504718	10	127465376	MMP21
cg07504780	6	32821684	PSMB9
cg07505695	15	65281854	SPG21
cg07506795	16	71523560	ZNF19
cg07507271	4	1242751	CTBP1
cg07509155	1	24514412	IL28RA
cg07510052	5	175815825	HIGD2A
cg07510080	10	102295549	HIF1AN
cg07512345	16	11362839	TNP2
cg07512517	7	38408106	NA
cg07514381	3	46621517	LRRC2
cg07515662	12	56435880	RPS26
cg07516225	8	33371225	C8orf41
cg07518362	1	120611593	NOTCH2
cg07519011	13	76056421	TBC1D4
cg07520158	7	32535189	KIAA0241
cg07520161	12	88535980	TMTC3
cg07525077	14	21359943	RNASE3
cg07525445	15	63335302	TPM1
cg07526021	5	79950611	DHFR
cg07526069	10	101190311	GOT1
cg07526675	X	48694367	PCSK1N
cg07531356	9	5185951	INSL6
cg07533148	1	248020812	TRIM58
cg07533529	11	62379499	EML3
cg07534467	8	146176336	ZNF16
cg07535475	9	101984791	SEC61B
cg07535879	6	153323363	MTRF1L
cg07536847	1	18957232	PAX7
cg07536920	9	77112326	RORB
cg07537523	12	25102311	BCAT1
cg07540118	5	157002713	ADAM19
cg07543883	19	10213271	ANGPTL6
cg07545232	X	151938242	MAGEA3
cg07545925	11	118214927	CD3G
cg07546360	22	46482023	FLJ27365
cg07548313	1	158259926	CD1C
cg07549194	19	49927076	TIP39
cg07549630	12	97300822	NEDD1
cg07549715	20	3024204	GNRH2
cg07550267	1	45241824	RPS8
cg07550278	10	95462365	C10orf4
cg07550362	7	97361201	TAC1
cg07551659	15	57669165	CGNL1
cg07554030	17	40687935	NAGLU
cg07557424	9	34613043	C9orf23
cg07558006	6	132874263	TAAR8
cg07558455	1	62784762	ANKRD38
cg07559730	19	53497048	ZNF702
cg07560096	11	86383182	ME3
cg07561400	7	138794433	ZC3HAV1
cg07561588	8	125487055	RNF139
cg07566050	1	160174755	PEA15
cg07567107	17	58156231	ABC1
cg07569069	19	11485349	FLJ35119
cg07569756	17	48474564	LRRC59
cg07570142	6	132722421	MOXD1
cg07570421	10	16479076	PTER
cg07571117	2	33824316	FAM98A
cg07572341	20	22565881	FOXA2
cg07572435	8	143868013	LY6D
cg07576541	1	153630883	SNAPAP
cg07577263	7	135242585	NUP205
cg07579404	6	150346721	RAET1L
cg07580475	3	50304049	SEMA3B
cg07580827	11	111943186	LOC120379
cg07581365	17	77770444	CBX8
cg07581973	X	23685729	PRDX4
cg07584959	19	892937	THRAP5
cg07586911	7	128355717	NYD-SP18
cg07588113	7	89874465	FLJ21062
cg07588664	12	42719596	PPHLN1
cg07588779	11	64051753	BAD
cg07589355	12	56915842	RBMS2
cg07590705	7	132766510	CHCHD3
cg07592353	5	161113339	GABRA6
cg07594478	15	72766470	ARIH1
cg07594933	12	515355	CCDC77
cg07595113	8	67525279	MYBL1
cg07595943	16	84224901	LOC161931
cg07596401	10	126150086	LHPP
cg07596494	2	26205095	KIF3C
cg07597871	1	112162932	RAP1A
cg07597976	16	28943019	CD19
cg07598199	4	120056829	MYOZ2
cg07599644	11	33693866	MGC34830
cg07601320	12	47219841	SLC38A4
cg07602026	14	24605550	PSME1
cg07602200	12	121570875	P2RX7
cg07603484	19	50434179	IL4I1
cg07605143	19	48827843	EMP3
cg07607462	15	43398173	UBR1
cg07607921	17	4047574	ZZEF1
cg07608333	19	7813422	CD209
cg07611177	5	110074217	LOC91137
cg07611334	20	327811	C20orf98
cg07611925	21	35736383	KCNE2
cg07612655	20	48185517	PTGIS
cg07613153	14	104436947	TDRD9
cg07613278	11	43333327	API5
cg07614786	3	9860331	TTLL3
cg07617246	15	65715951	NOPE
cg07617560	16	4475932	DNAJA3
cg07618900	12	70093350	MGC13168
cg07619076	7	55433148	LANCL2
cg07621042	X	114424768	CXorf55
cg07621046	10	118429658	C10orf82
cg07621456	3	128749537	CCDC48
cg07623294	9	23826507	ELAVL2
cg07625840	4	119274341	PRSS12
cg07628086	17	33914258	AP2B1
cg07629017	8	53851613	NPBWR1
cg07633499	22	19467075	UFD1L
cg07634191	8	27850178	SCARA5
cg07634204	1	151162707	VPS72
cg07634706	16	57438524	CCL17
cg07636178	6	26045534	HIST1H3C
cg07637239	10	118957259	KCNK18
cg07638871	5	56247860	DKFZP781I1119
cg07638935	10	102821427	KAZALD1
cg07638938	10	131348599	MGMT
cg07639198	10	5004250	AKR1C1
cg07639720	15	83952875	BNC1
cg07639959	1	242011162	EXO1
cg07640473	3	50193232	SEMA3F
cg07640820	7	141251633	MULK
cg07641524	12	65672405	MSRB3
cg07642638	20	5891786	CHGB
cg07643942	12	55029147	LACRT
cg07644368	5	115152785	CDO1
cg07651242	7	45614720	ADCY1
cg07651857	4	2471025	RNF4
cg07651914	7	100881986	CLDN15
cg07652213	2	48010362	MSH6
cg07652553	1	31769878	ZCCHC17
