gene_symbol	chromosome	start_loc	stop_loc	strand
AL356320.8|1|ENSG00000215900	1	949450	949991	-
AL356354.10|20|ENSG00000210764	20	14247	14350	+
AL356356.17-1|1|ENSG00000208655	1	351593	351891	-
AL356356.17-2|1|ENSG00000208654	1	383160	383229	-
AL356356.17-3|1|ENSG00000208652	1	390219	390297	-
AL356361.21|1|ENSG00000215805	1	931583	933043	+
AL356378.17-1|1|ENSG00000180867	1	554525	556047	+
AL356378.17-2|1|ENSG00000213226	1	695661	696770	+
AL356387.16|1|ENSG00000213336	1	813751	813952	+
AL356390.24-1|1|ENSG00000172746	1	746886	747774	+
AL356390.24-2|1|ENSG00000177665	1	752696	753139	-
AL356414.11|20|ENSG00000215063	20	989017	989495	-
AL356441.16|1|ENSG00000208402	1	528216	528288	+
AL356454.15|6|ENSG00000184936	6	73184	106330	-
AL356458.13|1|ENSG00000221346	1	704507	704642	+
AL356475.11|1|ENSG00000203260	1	104663	105066	-
AL356479.12|1|ENSG00000216037	1	388549	388636	-
AL356489.14-1|9|ENSG00000210664	9	711619	711689	+
AL356489.14-2|9|ENSG00000210674	9	712646	712714	+
AL356489.14-3|9|ENSG00000147974	9	730445	731656	-
AL356489.14-4|9|ENSG00000215206	9	704105	717712	+
AL356512.19|1|ENSG00000179576	1	120687	121238	-
AL356535.19|6|ENSG00000213087	6	626687	627084	-
AL356580.13|13|ENSG00000210347	13	795971	796073	+
AL356583.28-1|1|ENSG00000208054	1	716632	716710	+
AL356608.23|10|ENSG00000210987	10	726062	726197	-
AL356632.12|10|ENSG00000210780	10	273206	273280	+
AL356693.37|1|ENSG00000216045	1	184554	184642	+
AL356732.10|13|ENSG00000214051	13	668469	668977	-
AL356739.11|6|ENSG00000221796	6	288872	288963	+
AL356741.11-1|10|ENSG00000221159	10	273104	273200	-
AL356750.16-1|13|ENSG00000209486	13	258155	258259	+
AL356750.16-2|13|ENSG00000215049	13	272537	273125	+
AL356756.4|14|ENSG00000209485	14	386293	386394	+
AL356785.18-1|X|ENSG00000208531	X	590792	590913	+
AL356791.9|9|ENSG00000196478	9	14532	66265	+
AL356799.3|14|ENSG00000210376	14	991540	991639	+
AL356804.4-1|14|ENSG00000213462	14	828815	829304	-
AL356863.12|13|ENSG00000215484	13	721154	722742	+
AL356865.19-1|10|ENSG00000203278	10	530574	530680	+
AL356865.19-2|10|ENSG00000178029	10	639851	640282	+
AL356915.19-1|13|ENSG00000169793	13	856895	857323	+
AL356953.17-1|1|ENSG00000208212	1	715103	715202	-
AL356953.17-2|1|ENSG00000208209	1	749139	749232	+
AL356957.27-1|1|ENSG00000208764	1	945266	945336	-
AL356957.27-2|1|ENSG00000208762	1	958969	959040	-
AL356957.27-3|1|ENSG00000208759	1	967639	967710	+
AL356957.27-4|1|ENSG00000208755	1	971252	971322	+
AL356957.27-5|1|ENSG00000208737	1	9289	9362	-
AL356957.27-6|1|ENSG00000208707	1	76126	76198	-
AL356957.27-7|1|ENSG00000208696	1	84700	84771	-
AL356962.8-1|6|ENSG00000211287	6	742450	742586	-
AL356962.8-2|6|ENSG00000211294	6	797926	798032	+
AL356968.41-1|1|ENSG00000198801	1	661760	663016	+
AL357037.13|10|ENSG00000213525	10	747269	747594	-
AL357058.10|6|ENSG00000218475	6	32624	33766	-
AL357078.35-1|1|ENSG00000210872	1	384557	384710	+
AL357093.4|14|ENSG00000214598	14	825405	826802	-
AL357095.4|14|ENSG00000210370	14	959323	959607	+
AL357148.22-1|10|ENSG00000222380	10	93393	93480	+
AL357148.22-3|10|ENSG00000211497	10	69834	69920	+
AL357150.7-1|1|ENSG00000211383	1	579532	579749	-
AL357150.7-2|1|ENSG00000137970	1	562447	580568	-
AL357153.4-1|14|ENSG00000214720	14	983957	985233	+
AL357153.4-2|14|ENSG00000176082	14	858454	860564	-
AL357153.4-3|14|ENSG00000210126	14	1004	1293	+
AL357172.3-1|14|ENSG00000210434	14	718348	718582	+
AL357314.11|1|ENSG00000181227	1	718405	719761	-
AL357315.14|6|ENSG00000209314	6	432971	433231	-
AL357374.11-1|20|ENSG00000126002	20	50304	50945	+
AL357374.11-2|20|ENSG00000210251	20	67176	67266	-
AL357493.8-1|1|ENSG00000213244	1	995605	996020	+
AL357493.8-2|1|ENSG00000212663	1	909678	909881	-
AL357493.8-3|1|ENSG00000203853	1	928319	928702	-
AL357493.8-4|1|ENSG00000203851	1	996926	997905	+
AL357512.15-1|1|ENSG00000213070	1	288064	288667	+
AL357514.19|6|ENSG00000208814	6	495638	495738	+
AL357515.26-1|6|ENSG00000208845	6	978023	978125	+
AL357518.15|6|ENSG00000209975	6	152845	153121	+
AL357519.19|6|ENSG00000221559	6	723769	723836	+
AL357552.25-1|1|ENSG00000209385	1	942062	942155	-
AL357561.19-1|6|ENSG00000208516	6	620706	620829	+
AL357673.12|1|ENSG00000215882	1	265594	279452	-
AL357752.19-1|X|ENSG00000211242	X	606946	607256	-
AL357874.13-1|9|ENSG00000210747	9	855592	855860	+
AL357912.10-1|1|ENSG00000203694	1	880227	891785	+
AL357912.10-2|1|ENSG00000203693	1	912513	953997	+
AL358117.11|9|ENSG00000210379	9	920272	920397	-
AL358253.16-1|1|ENSG00000209591	1	445156	445455	+
AL358472.54-1|1|ENSG00000208558	1	800527	800598	-
AL358492.19|1|ENSG00000215785	1	143509	144521	-
AL358777.12-1|6|ENSG00000197987	6	168302	170417	+
AL358781.19|9|ENSG00000176868	9	403885	404626	-
AL358786.21-1|9|ENSG00000211048	9	149878	150175	-
AL358790.22-1|10|ENSG00000210967	10	559378	559475	+
AL358790.22-2|10|ENSG00000203886	10	588201	589951	+
AL358813.13-1|1|ENSG00000203816	1	446290	446667	+
AL358813.13-2|1|ENSG00000208674	1	470246	470317	-
AL358813.13-3|1|ENSG00000208670	1	477551	477621	-
AL358813.13-4|1|ENSG00000197844	1	486709	487195	+
AL358813.13-5|1|ENSG00000203815	1	473411	473920	+
AL358813.13-6|1|ENSG00000212053	1	506201	506292	+
AL358832.3|14|ENSG00000214903	14	837541	837925	-
AL358933.15|6|ENSG00000210491	6	91555	91637	+
AL358939.9|1|ENSG00000215875	1	417174	417905	+
AL358942.6|6|ENSG00000213146	6	636523	636630	-
AL358976.11|9|ENSG00000210012	9	991863	991963	-
AL359074.12-1|10|ENSG00000210373	10	154959	155020	+
AL359075.15|1|ENSG00000215831	1	174936	181339	-
AL359079.15|X|ENSG00000212738	X	535542	537335	+
AL359085.14|13|ENSG00000203464	13	587147	587742	+
AL359091.10|9|ENSG00000215014	9	173258	173522	-
AL359180.17-1|13|ENSG00000209657	13	339422	339715	-
AL359195.24-1|10|ENSG00000178510	10	927823	928335	-
AL359195.24-2|10|ENSG00000204038	10	931829	934725	+
AL359199.34-1|1|ENSG00000209589	1	6357	6461	-
AL359218.4|14|ENSG00000196383	14	540162	541162	+
AL359219.4|14|ENSG00000214813	14	837983	838846	-
AL359240.4-1|14|ENSG00000210632	14	150401	150476	-
AL359259.18|1|ENSG00000212915	1	383697	384134	+
AL359260.20-1|10|ENSG00000211053	10	369757	369856	+
AL359262.9|13|ENSG00000214281	13	78657	78929	+
AL359273.11-1|1|ENSG00000211136	1	92416	92501	-
AL359384.17|10|ENSG00000210259	10	653528	653629	+
AL359385.28-1|10|ENSG00000210817	10	993967	994230	+
AL359385.28-2|10|ENSG00000210818	10	994375	994462	+
AL359392.9|13|ENSG00000178734	13	587379	600139	+
AL359438.19|13|ENSG00000214269	13	293506	294814	-
AL359504.29|1|ENSG00000213540	1	780586	781066	+
AL359538.8-1|13|ENSG00000205822	13	252998	270460	+
AL359538.8-2|13|ENSG00000211508	13	281869	281965	+
AL359540.19|1|ENSG00000210479	1	508877	508970	-
AL359541.11-1|1|ENSG00000208452	1	585247	585543	+
AL359551.13-1|1|ENSG00000215807	1	450384	451314	+
AL359551.13-2|1|ENSG00000215808	1	439196	444820	-
AL359552.16-1|9|ENSG00000213558	9	10995	11263	-
AL359553.14-1|1|ENSG00000203858	1	72560	76792	+
AL359553.14-2|1|ENSG00000187481	1	100774	106767	+
AL359632.9-1|9|ENSG00000208649	9	256297	256601	-
AL359641.10|X|ENSG00000213621	X	472173	473064	-
AL359643.27|6|ENSG00000209924	6	424216	424364	-
AL359644.10-1|9|ENSG00000208736	9	106651	106953	+
AL359644.10-2|9|ENSG00000213467	9	131949	132405	-
AL359692.9|9|ENSG00000213556	9	389274	389553	+
AL359697.23|10|ENSG00000203471	10	138800	138968	+
AL359704.9-1|1|ENSG00000177770	1	287735	289962	-
AL359704.9-2|1|ENSG00000208160	1	219968	220134	-
AL359704.9-3|1|ENSG00000208159	1	221388	221561	-
AL359709.15|6|ENSG00000221544	6	783333	783416	-
AL359711.18-1|6|ENSG00000208901	6	305812	305915	-
AL359712.12|6|ENSG00000177460	6	251171	285571	+
AL359736.19|13|ENSG00000215564	13	832897	896972	+
AL359742.15-1|1|ENSG00000208163	1	98804	98903	+
AL359742.15-2|1|ENSG00000208161	1	110604	110705	-
AL359755.9-1|X|ENSG00000073905	X	658379	659279	+
AL359758.15-1|1|ENSG00000177144	1	288599	289143	-
AL359760.10|1|ENSG00000183298	1	749104	751271	-
AL359815.26|1|ENSG00000221781	1	84047	84184	-
AL359832.33|10|ENSG00000216004	10	543999	544070	+
AL359836.16|10|ENSG00000222197	10	295915	296015	+
AL359842.14|13|ENSG00000215418	13	926302	927148	+
AL359844.15-1|10|ENSG00000214875	10	293967	294501	+
AL359844.15-2|10|ENSG00000210185	10	313229	313363	-
AL359846.11-1|9|ENSG00000203354	9	257467	257825	+
AL359846.11-2|9|ENSG00000188712	9	203723	204659	+
AL359851.19-1|X|ENSG00000213498	X	312324	312831	-
AL359851.19-2|X|ENSG00000221217	X	317497	317592	+
AL359853.18-1|1|ENSG00000218839	1	140278	153617	-
AL359853.18-2|1|ENSG00000221547	1	986086	986182	-
AL359878.13-1|10|ENSG00000209363	10	959234	959312	+
AL359878.13-2|10|ENSG00000205740	10	7097	24281	-
AL359914.14|X|ENSG00000187983	X	537524	537984	+
AL359915.14|1|ENSG00000209203	1	892594	892694	+
AL359925.9|13|ENSG00000210327	13	967541	967640	+
AL359955.25-1|9|ENSG00000156755	9	590877	591527	-
AL359955.25-2|9|ENSG00000222887	9	635529	635610	-
AL359983.7|1|ENSG00000221165	1	521035	521120	+
AL359986.15|10|ENSG00000213449	10	84864	85384	-
AL360001.33-1|10|ENSG00000213277	10	931003	931543	+
AL360001.33-2|10|ENSG00000213276	10	1446	2132	+
AL360004.22|9|ENSG00000196979	9	975546	979155	-
AL360169.17-1|6|ENSG00000208435	6	604881	604953	-
AL360169.17-2|6|ENSG00000208434	6	639062	639353	+
AL360176.22-2|10|ENSG00000215972	10	901822	901907	+
AL360181.37|10|ENSG00000198050	10	517015	517353	-
AL360230.20-1|10|ENSG00000209435	10	188009	188113	-
AL360268.14|9|ENSG00000208622	9	764829	764886	+
AL360270.18|1|ENSG00000209152	1	494156	494245	+
AL365179.30|X|ENSG00000182080	X	341621	342046	-
AL365181.24|1|ENSG00000208495	1	336224	336322	+
AL365184.12|1|ENSG00000215802	1	48456	49153	-
AL365190.16|9|ENSG00000214935	9	483666	483978	-
AL365202.19-1|9|ENSG00000203286	9	442305	459181	-
AL365202.19-2|9|ENSG00000221242	9	456500	456572	+
AL365214.16-1|6|ENSG00000214417	6	380487	381401	-
AL365214.16-2|6|ENSG00000221041	6	344008	344094	+
AL365217.10-1|6|ENSG00000214558	6	782575	785100	+
AL365217.10-2|6|ENSG00000203936	6	775811	783064	-
AL365223.19-1|6|ENSG00000213109	6	344326	345114	-
AL365258.24-1|1|ENSG00000213046	1	180117	181992	+
AL365260.11|1|ENSG00000208881	1	149203	149475	+
AL365264.13-1|1|ENSG00000209167	1	870954	871240	-
AL365265.23|6|ENSG00000214027	6	689487	690022	+
AL365277.23-1|1|ENSG00000210147	1	421357	421429	+
AL365277.23-2|1|ENSG00000182109	1	439120	442519	-
AL365331.9|1|ENSG00000213262	1	274364	275208	-
AL365332.9|1|ENSG00000208098	1	561793	562260	+
AL365356.13-1|10|ENSG00000209376	10	719808	720098	+
AL365357.12|1|ENSG00000213058	1	555023	555404	+
AL365360.9|9|ENSG00000210211	9	106580	106684	+
AL365361.12|1|ENSG00000221538	1	105264	105353	-
AL365364.19-1|10|ENSG00000213432	10	702029	702580	-
AL365364.19-2|10|ENSG00000210729	10	721212	721296	+
AL365400.19|X|ENSG00000215085	X	808478	809127	+
AL365434.13-1|10|ENSG00000186773	10	471063	471434	+
AL365440.13|1|ENSG00000198703	1	298111	298866	+
AL365495.14|10|ENSG00000215227	10	554371	554755	+
AL365503.10-1|6|ENSG00000211117	6	138937	139026	-
AL389888.8|9|ENSG00000185074	9	201311	201623	+
AL389925.10|1|ENSG00000210936	1	735217	735345	-
AL390039.10|X|ENSG00000213569	X	438820	439394	+
AL390060.14|X|ENSG00000211016	X	195216	195287	-
AL390066.5-1|1|ENSG00000177173	1	160713	161833	-
AL390071.9|13|ENSG00000221519	13	553096	553219	-
AL390119.25-3|1|ENSG00000212086	1	915205	915295	-
AL390196.17-1|6|ENSG00000209037	6	641270	641343	-
AL390196.17-2|6|ENSG00000210516	6	675138	675210	-
AL390198.17|20|ENSG00000204556	20	830771	831819	-
AL390208.17|6|ENSG00000208908	6	33351	33431	+
AL390237.9|6|ENSG00000214561	6	267417	268705	-
AL390240.18|9|ENSG00000221734	9	463290	463362	+
AL390246.17|9|ENSG00000215236	9	280535	281291	+
AL390294.19|10|ENSG00000197308	10	232913	235947	-
AL390335.3|14|ENSG00000221695	14	670418	670491	+
AL390719.47-1|1|ENSG00000217801	1	988308	994570	+
AL390719.47-2|1|ENSG00000215916	1	7068	41338	-
AL390719.47-3|1|ENSG00000205231	1	98299	104798	-
AL390728.37-1|1|ENSG00000215795	1	460738	462359	-
AL390728.37-2|1|ENSG00000208053	1	481504	481586	-
AL390728.37-3|1|ENSG00000221953	1	388436	389149	-
AL390766.16-1|10|ENSG00000209724	10	193928	193995	-
AL390778.31|9|ENSG00000189363	9	252544	258241	+
AL390780.27-1|1|ENSG00000211239	1	570008	570266	-
AL390794.14|9|ENSG00000215165	9	891059	891938	+
AL390798.3-1|14|ENSG00000209507	14	176801	176873	+
AL390798.3-2|14|ENSG00000209512	14	236436	236519	-
AL390802.2-1|14|ENSG00000210415	14	702208	702282	+
AL390802.2-2|14|ENSG00000210420	14	703061	703128	+
AL390802.2-3|14|ENSG00000210424	14	703130	703187	+
AL390802.2-4|14|ENSG00000210428	14	703188	703252	+
AL390802.2-5|14|ENSG00000210433	14	705796	705864	-
AL390816.4|14|ENSG00000186369	14	929799	941954	+
AL390840.17|X|ENSG00000209165	X	540855	540963	-
AL390844.12|9|ENSG00000215210	9	742028	743005	+
AL390854.15|6|ENSG00000213313	6	961437	961733	+
AL390862.24|10|ENSG00000197911	10	114287	114856	-
AL390877.1|1|ENSG00000218616	1	411639	412058	-
AL390883.13|9|ENSG00000210600	9	231399	231500	-
AL390955.20|6|ENSG00000213078	6	567250	568188	-
AL390966.14|X|ENSG00000212098	X	358472	358565	+
AL391001.12-1|1|ENSG00000208426	1	634329	634617	-
AL391001.12-2|1|ENSG00000215839	1	557339	613762	+
AL391005.9|10|ENSG00000188722	10	850216	850862	-
AL391056.25-1|9|ENSG00000204054	9	324577	358714	+
AL391056.25-2|9|ENSG00000216181	9	426412	426498	-
AL391058.25|1|ENSG00000213300	1	60091	60878	+
AL391099.12-1|10|ENSG00000182632	10	801350	865416	-
AL391099.12-2|10|ENSG00000185904	10	868717	888510	+
AL391122.9-1|13|ENSG00000210366	13	71195	71345	+
AL391122.9-2|13|ENSG00000210371	13	71704	71827	+
AL391137.11-1|10|ENSG00000215065	10	239723	404195	+
AL391137.11-2|10|ENSG00000179251	10	299547	300032	-
AL391137.11-3|10|ENSG00000204172	10	339962	391658	-
AL391152.3|14|ENSG00000212928	14	839779	841182	+
AL391156.3|14|ENSG00000176290	14	406196	407172	-
AL391241.21|X|ENSG00000208732	X	646375	646482	+
AL391244.11-1|1|ENSG00000205116	1	351371	353030	+
AL391261.3|14|ENSG00000197907	14	160866	161825	-
AL391315.22|X|ENSG00000208923	X	57169	57250	-
AL391357.20-1|1|ENSG00000215520	1	1001	1756	+
AL391357.20-2|1|ENSG00000215511	1	125375	125726	-
AL391358.14|X|ENSG00000208803	X	517193	517479	-
AL391362.16-1|13|ENSG00000210115	13	222091	222160	+
AL391375.11-1|X|ENSG00000208725	X	352201	352265	-
AL391375.11-2|X|ENSG00000208722	X	353390	353456	+
AL391375.11-3|X|ENSG00000208716	X	353459	353527	-
AL391375.11-4|X|ENSG00000208714	X	354883	354954	+
AL391380.14|X|ENSG00000198022	X	401981	403084	-
AL391382.10-1|13|ENSG00000203616	13	310141	310237	-
AL391382.10-2|13|ENSG00000209370	13	341326	341431	-
AL391382.10-3|13|ENSG00000206192	13	288632	298916	-
AL391384.18-2|13|ENSG00000220981	13	550490	550571	+
AL391417.7-1|6|ENSG00000211405	6	577198	577487	+
AL391417.7-2|6|ENSG00000221101	6	614836	614944	-
AL391421.27-1|10|ENSG00000210457	10	272911	273175	-
AL391421.27-2|10|ENSG00000210466	10	313815	314019	+
AL391421.27-3|10|ENSG00000210470	10	315193	315301	+
AL391421.27-4|10|ENSG00000178775	10	288263	288829	+
AL391421.27-5|10|ENSG00000204049	10	227507	230242	+
AL391427.9-1|10|ENSG00000209369	10	43275	43409	+
AL391427.9-2|10|ENSG00000209373	10	131972	132110	-
AL391495.16|X|ENSG00000215105	X	418818	421357	-
AL391499.11|10|ENSG00000209529	10	299057	299198	-
AL391500.13|6|ENSG00000174556	6	508671	509774	-
AL391538.11|6|ENSG00000221175	6	68763	68842	+
AL391557.11-1|1|ENSG00000209185	1	897925	898042	-
AL391561.20|1|ENSG00000209426	1	305074	305137	+
AL391628.18|1|ENSG00000218327	1	691429	694105	+
AL391708.8|10|ENSG00000203273	10	487766	488304	+
AL391728.19-1|1|ENSG00000210993	1	347209	347442	+
AL391807.13-1|6|ENSG00000211141	6	336888	336964	-
AL391809.21|1|ENSG00000208104	1	79603	79809	+
AL391821.7|X|ENSG00000209212	X	834157	834359	+
AL391832.10-1|1|ENSG00000208115	1	291185	291486	+
AL391839.9-1|10|ENSG00000209712	10	605863	606262	-
AL391839.9-2|10|ENSG00000222309	10	542428	542510	-
AL391865.9-1|X|ENSG00000215075	X	561426	562091	-
AL391865.9-2|X|ENSG00000209276	X	634743	634975	-
AL391867.5|9|ENSG00000222117	9	727025	727112	+
AL391987.15-1|9|ENSG00000170152	9	461945	462664	-
AL392043.21|10|ENSG00000189115	10	58649	72155	-
AL392044.7-1|9|ENSG00000204706	9	723849	743538	-
AL392048.9|13|ENSG00000177197	13	208561	209033	-
AL392105.13-1|9|ENSG00000208590	9	955742	955845	+
AL392112.15|X|ENSG00000213534	X	741055	741887	+
AL441886.18-1|10|ENSG00000210837	10	716268	716354	+
AL441886.18-2|10|ENSG00000210842	10	754505	754574	-
AL441925.16|9|ENSG00000210330	9	351056	351137	-
AL441988.11-1|20|ENSG00000215548	20	291667	294327	+
AL441988.11-2|20|ENSG00000221319	20	316950	317088	+
AL441992.17|9|ENSG00000208597	9	584294	584395	+
AL442003.8-1|10|ENSG00000197612	10	222187	222495	-
AL442003.8-2|10|ENSG00000178440	10	224998	226906	+
AL442065.11|1|ENSG00000208101	1	513836	513961	-
AL442067.16-1|13|ENSG00000215414	13	385900	386581	+
AL442127.7|13|ENSG00000179360	13	942634	943011	+
AL442635.11|10|ENSG00000210201	10	465671	465759	+
AL442646.14-1|X|ENSG00000213684	X	9319	10365	-
AL442663.3-1|14|ENSG00000210188	14	473091	473385	-
AL442663.3-2|14|ENSG00000209100	14	494354	494601	-
AL445071.15|10|ENSG00000217094	10	383884	384375	-
AL445074.4|14|ENSG00000222084	14	694182	694293	+
AL445143.2|13|ENSG00000215483	13	708391	834528	-
AL445163.22|1|ENSG00000209568	1	898571	898786	+
AL445183.19|1|ENSG00000210660	1	70921	71030	-
AL445195.4-1|13|ENSG00000209070	13	477871	477939	+
AL445195.4-2|13|ENSG00000210141	13	477941	477998	+
AL445195.4-3|13|ENSG00000210145	13	477999	478069	+
AL445197.4|1|ENSG00000208450	1	708941	709224	+
AL445199.37|10|ENSG00000203268	10	278577	279241	-
AL445204.3|13|ENSG00000221316	13	400230	400320	+
AL445212.9|13|ENSG00000215515	13	361050	362476	+
AL445228.13-1|1|ENSG00000208253	1	88427	88706	+
AL445228.13-2|1|ENSG00000208252	1	106475	106686	+
AL445231.8|1|ENSG00000209147	1	590116	590193	-
AL445236.22|X|ENSG00000196395	X	742405	747406	-
AL445238.12-1|13|ENSG00000215430	13	172389	172870	-
AL445238.12-2|13|ENSG00000182567	13	146794	147024	-
AL445238.12-3|13|ENSG00000219926	13	164264	179542	-
AL445247.11|X|ENSG00000208559	X	288551	288650	+
AL445248.7-1|1|ENSG00000209881	1	926296	926565	-
AL445248.7-2|1|ENSG00000209890	1	926702	926914	-
AL445258.4|X|ENSG00000216032	X	675563	675633	-
AL445305.11-1|1|ENSG00000215819	1	850139	851129	+
AL445305.11-2|1|ENSG00000213036	1	800596	801176	-
AL445306.7|X|ENSG00000215102	X	635628	636772	-
AL445309.13-1|6|ENSG00000180822	6	633357	646043	+
AL445309.13-2|6|ENSG00000221674	6	603795	603899	+
AL445384.3|14|ENSG00000223164	14	564470	564580	+
AL445423.13-1|1|ENSG00000208178	1	480251	480366	+
AL445426.20|1|ENSG00000209265	1	713176	713255	+
AL445435.11|1|ENSG00000213033	1	921352	922391	-
AL445438.27-1|1|ENSG00000211185	1	180467	180757	-
AL445465.10-1|6|ENSG00000211234	6	103951	104158	-
AL445467.6-1|X|ENSG00000203571	X	631063	631544	+
AL445467.6-2|X|ENSG00000222290	X	504700	504790	+
AL445486.10|10|ENSG00000179487	10	864628	865085	+
AL445487.8|9|ENSG00000208996	9	753740	753818	+
AL445523.11|X|ENSG00000222596	X	299856	299961	+
AL445528.16|1|ENSG00000158731	1	427673	428503	+
AL445529.14|6|ENSG00000214641	6	653156	653546	-
AL445531.10|9|ENSG00000213601	9	974266	975850	+
AL445568.1|6|ENSG00000222943	6	134776	134863	+
AL445645.10|9|ENSG00000208514	9	758294	758358	+
AL445648.18|1|ENSG00000209656	1	353812	353915	-
AL445663.10|9|ENSG00000184353	9	666826	667242	-
AL445665.20|9|ENSG00000182021	9	464032	469484	+
AL445670.19-1|9|ENSG00000197214	9	342845	343739	+
AL445670.19-2|9|ENSG00000213612	9	396770	397547	+
AL445677.1|6|ENSG00000214559	6	243720	345649	-
AL445883.3|14|ENSG00000209571	14	752678	752778	+
AL445929.5-1|13|ENSG00000210056	13	851259	851538	+
AL445933.32|1|ENSG00000210279	1	440735	440825	-
AL445985.10-1|13|ENSG00000205861	13	561064	564273	+
AL445985.10-2|13|ENSG00000196593	13	579459	621490	-
AL445986.14|9|ENSG00000210816	9	602995	603093	+
AL445989.17|13|ENSG00000215432	13	77758	78239	+
AL449043.16-1|9|ENSG00000198397	9	24337	25864	-
AL449043.16-2|9|ENSG00000215300	9	10769	30682	+
AL449083.23|9|ENSG00000221110	9	885766	885873	-
AL449266.17|1|ENSG00000203897	1	298129	299434	+
AL449305.4|9|ENSG00000208805	9	896205	896354	+
AL449323.19|9|ENSG00000211074	9	121882	121985	+
AL449363.12-1|6|ENSG00000208642	6	525595	525688	-
AL449963.2|9|ENSG00000210401	9	570303	570524	+
AL450023.21-1|X|ENSG00000197185	X	524702	529897	-
AL450023.21-2|X|ENSG00000157965	X	541280	595181	+
AL450023.21-3|X|ENSG00000211022	X	583370	583460	+
AL450026.10|9|ENSG00000211272	9	372457	372520	+
AL450063.14|1|ENSG00000198725	1	939224	939645	+
AL450124.7|20|ENSG00000204554	20	4598	15695	+
AL450306.14-1|10|ENSG00000213513	10	140966	142511	-
AL450307.18|10|ENSG00000189275	10	933296	950765	-
AL450311.11-1|10|ENSG00000210209	10	893339	893406	-
AL450311.11-2|10|ENSG00000210214	10	894094	894157	-
AL450311.11-3|10|ENSG00000210215	10	894162	894231	+
AL450311.11-4|10|ENSG00000210222	10	895836	895902	+
AL450311.11-5|10|ENSG00000210225	10	895951	896001	+
AL450311.11-6|10|ENSG00000210227	10	896003	896071	+
AL450311.11-7|10|ENSG00000210231	10	896083	896150	-
AL450311.11-8|10|ENSG00000210239	10	898107	898175	-
AL450311.11-9|10|ENSG00000210247	10	898246	898314	-
AL450324.10|6|ENSG00000203940	6	293436	302987	-
AL450325.5-1|6|ENSG00000210840	6	188391	188466	-
AL450326.30-1|10|ENSG00000209857	10	829143	829325	-
AL450337.24-1|10|ENSG00000209731	10	834410	834488	+
AL450337.24-2|10|ENSG00000213724	10	856506	857699	+
AL450342.16-1|10|ENSG00000209944	10	104840	105038	-
AL450386.17|10|ENSG00000205696	10	558940	567868	+
AL450388.13|10|ENSG00000215044	10	792563	793840	+
AL450394.9|6|ENSG00000203937	6	537668	537778	-
AL450423.9|13|ENSG00000220990	13	436171	436282	-
AL450447.9|13|ENSG00000215419	13	617642	618745	-
